sugar_level,ph_level,alcohol_level,fixed acidity,volatile acidity,citric acid,chlorides,free sulfur dioxide,total sulfur dioxide,density,sulphates,class
<= 1.5,3.50 - 3.75,10.0 - 10.5,5.6,0.62,0.03,0.08,6.0,13.0,0.99498,0.62,low
2.5 - 3.0,3.25 - 3.50,10.5 - 11.0,8.2,0.28,0.6,0.10400000000000001,10.0,22.0,0.99828,0.68,low
2.0 - 2.5,3.25 - 3.50,10.0 - 10.5,7.2,0.58,0.54,0.114,3.0,9.0,0.9971899999999999,0.57,low
<= 1.5,3.25 - 3.50,10.5 - 11.0,8.1,0.33,0.44,0.042,6.0,12.0,0.9954200000000001,0.61,low
1.5 - 2.0,3.50 - 3.75,10.5 - 11.0,6.8,0.91,0.06,0.06,4.0,11.0,0.99592,0.64,low
2.0 - 2.5,3.25 - 3.50,9.5 - 10.0,7.0,0.655,0.16,0.07400000000000001,8.0,25.0,0.9960600000000001,0.55,low
2.0 - 2.5,3.25 - 3.50,10.0 - 10.5,6.8,0.68,0.21,0.07,9.0,23.0,0.99546,0.6,low
1.5 - 2.0,3.50 - 3.75,10.5 - 11.0,6.0,0.64,0.05,0.066,9.0,17.0,0.9949600000000001,0.78,low
1.5 - 2.0,3.50 - 3.75,11.0 - 11.5,5.6,0.54,0.04,0.049,5.0,13.0,0.9942,0.58,low
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,6.2,0.57,0.1,0.048,4.0,11.0,0.9944799999999999,0.76,high
1.5 - 2.0,3.25 - 3.50,> 12.0,7.1,0.22,0.49,0.039,8.0,18.0,0.99344,0.56,high
1.5 - 2.0,3.50 - 3.75,11.0 - 11.5,5.6,0.54,0.04,0.049,5.0,13.0,0.9942,0.58,low
1.5 - 2.0,3.50 - 3.75,11.5 - 12.0,6.2,0.65,0.06,0.05,6.0,18.0,0.9934799999999999,0.54,low
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,7.7,0.54,0.26,0.08900000000000001,23.0,147.0,0.99636,0.59,low
<= 1.5,3.25 - 3.50,9.5 - 10.0,6.4,0.31,0.09,0.066,15.0,28.0,0.99459,0.7,high
1.5 - 2.0,3.25 - 3.50,10.5 - 11.0,7.0,0.43,0.02,0.08,15.0,28.0,0.99492,0.81,high
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,7.7,0.54,0.26,0.08900000000000001,23.0,147.0,0.99636,0.59,low
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,6.9,0.74,0.03,0.054000000000000006,7.0,16.0,0.99508,0.63,high
2.0 - 2.5,3.50 - 3.75,10.5 - 11.0,6.6,0.895,0.04,0.068,7.0,13.0,0.99582,0.58,high
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,6.9,0.74,0.03,0.054000000000000006,7.0,16.0,0.99508,0.63,high
<= 1.5,3.25 - 3.50,9.5 - 10.0,7.5,0.725,0.04,0.076,8.0,15.0,0.99508,0.53,low
> 3.0,3.00 - 3.25,9.0 - 9.5,7.8,0.82,0.29,0.083,21.0,64.0,0.9964200000000001,0.53,low
2.0 - 2.5,3.25 - 3.50,9.5 - 10.0,7.3,0.585,0.18,0.078,15.0,60.0,0.9963799999999999,0.54,low
2.0 - 2.5,3.50 - 3.75,10.5 - 11.0,6.2,0.44,0.39,0.077,6.0,14.0,0.99555,0.69,high
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,7.5,0.38,0.57,0.106,5.0,12.0,0.99605,0.55,high
1.5 - 2.0,3.50 - 3.75,9.5 - 10.0,6.7,0.76,0.02,0.078,6.0,12.0,0.996,0.63,low
1.5 - 2.0,3.50 - 3.75,10.5 - 11.0,6.8,0.81,0.05,0.07,6.0,14.0,0.9956200000000001,0.66,high
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,7.5,0.38,0.57,0.106,5.0,12.0,0.99605,0.55,high
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,7.1,0.27,0.6,0.07400000000000001,17.0,25.0,0.9981399999999999,0.72,high
1.5 - 2.0,3.25 - 3.50,11.0 - 11.5,7.9,0.18,0.4,0.062,7.0,20.0,0.9941,0.7,low
2.0 - 2.5,3.25 - 3.50,9.5 - 10.0,6.4,0.36,0.21,0.047,26.0,48.0,0.99661,0.77,high
2.0 - 2.5,3.25 - 3.50,9.5 - 10.0,7.1,0.69,0.04,0.068,19.0,27.0,0.9971200000000001,0.67,low
2.0 - 2.5,3.50 - 3.75,10.0 - 10.5,6.4,0.79,0.04,0.061,11.0,17.0,0.9958799999999999,0.65,high
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,6.4,0.56,0.15,0.078,17.0,65.0,0.9929399999999999,0.6,high
> 3.0,3.50 - 3.75,9.0 - 9.5,6.9,0.84,0.21,0.07400000000000001,16.0,65.0,0.9984200000000001,0.72,high
> 3.0,3.50 - 3.75,9.0 - 9.5,6.9,0.84,0.21,0.07400000000000001,16.0,65.0,0.9984200000000001,0.72,high
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,6.1,0.32,0.25,0.071,23.0,58.0,0.9963299999999999,0.97,low
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,6.5,0.53,0.06,0.063,29.0,44.0,0.9948899999999999,0.83,high
2.0 - 2.5,3.25 - 3.50,10.0 - 10.5,7.4,0.47,0.46,0.114,7.0,20.0,0.9964700000000001,0.63,low
2.5 - 3.0,3.25 - 3.50,10.0 - 10.5,6.6,0.7,0.08,0.106,14.0,27.0,0.99665,0.58,low
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,6.5,0.53,0.06,0.063,29.0,44.0,0.9948899999999999,0.83,high
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,6.9,0.48,0.2,0.08199999999999999,9.0,23.0,0.99585,0.43,low
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,6.1,0.32,0.25,0.071,23.0,58.0,0.9963299999999999,0.97,low
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,6.8,0.48,0.25,0.076,29.0,61.0,0.9953,0.6,low
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,6.0,0.42,0.19,0.075,22.0,47.0,0.9952200000000001,0.78,high
2.0 - 2.5,3.25 - 3.50,9.5 - 10.0,6.7,0.48,0.08,0.064,18.0,34.0,0.9955200000000001,0.64,low
2.0 - 2.5,3.25 - 3.50,9.5 - 10.0,6.8,0.47,0.08,0.064,18.0,38.0,0.9955299999999999,0.65,high
1.5 - 2.0,3.25 - 3.50,10.5 - 11.0,7.1,0.53,0.07,0.071,15.0,24.0,0.9951,0.66,high
2.0 - 2.5,3.25 - 3.50,10.0 - 10.5,7.9,0.29,0.49,0.096,21.0,59.0,0.9971399999999999,0.67,high
2.0 - 2.5,3.25 - 3.50,10.0 - 10.5,7.1,0.69,0.08,0.063,42.0,52.0,0.99608,0.6,high
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,6.6,0.44,0.09,0.063,9.0,18.0,0.99444,0.69,high
2.5 - 3.0,3.50 - 3.75,10.0 - 10.5,6.1,0.705,0.1,0.081,13.0,28.0,0.99631,0.66,low
1.5 - 2.0,3.00 - 3.25,9.5 - 10.0,7.2,0.53,0.13,0.057999999999999996,18.0,22.0,0.9957299999999999,0.68,high
1.5 - 2.0,3.25 - 3.50,<= 9.0,8.0,0.39,0.3,0.07400000000000001,32.0,84.0,0.9971700000000001,0.61,low
2.0 - 2.5,3.25 - 3.50,11.5 - 12.0,6.6,0.56,0.14,0.064,13.0,29.0,0.99397,0.62,high
2.0 - 2.5,3.25 - 3.50,9.5 - 10.0,7.0,0.55,0.13,0.075,15.0,35.0,0.9959,0.59,high
1.5 - 2.0,3.50 - 3.75,10.0 - 10.5,6.1,0.53,0.08,0.077,24.0,45.0,0.9952799999999999,0.68,high
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,5.4,0.58,0.08,0.059000000000000004,20.0,31.0,0.99484,0.64,high
2.0 - 2.5,3.50 - 3.75,11.5 - 12.0,6.2,0.64,0.09,0.081,15.0,26.0,0.9953799999999999,0.63,low
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,7.2,0.39,0.32,0.065,34.0,60.0,0.9971399999999999,0.78,low
> 3.0,3.50 - 3.75,11.5 - 12.0,6.2,0.52,0.08,0.071,11.0,32.0,0.99646,0.63,high
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,7.4,0.25,0.29,0.054000000000000006,19.0,49.0,0.99666,0.76,high
1.5 - 2.0,3.25 - 3.50,10.5 - 11.0,6.7,0.855,0.02,0.064,29.0,38.0,0.99472,0.56,high
2.0 - 2.5,3.00 - 3.25,10.0 - 10.5,11.1,0.44,0.42,0.064,14.0,19.0,0.9975799999999999,0.57,high
2.0 - 2.5,3.00 - 3.25,11.0 - 11.5,8.4,0.37,0.43,0.063,12.0,19.0,0.9955,0.81,high
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,6.5,0.63,0.33,0.059000000000000004,16.0,28.0,0.99531,0.64,high
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,7.0,0.57,0.02,0.07200000000000001,17.0,26.0,0.99575,0.61,low
1.5 - 2.0,3.50 - 3.75,> 12.0,6.3,0.6,0.1,0.048,12.0,26.0,0.99306,0.51,low
1.5 - 2.0,3.00 - 3.25,10.0 - 10.5,11.2,0.4,0.5,0.099,19.0,50.0,0.9978299999999999,0.58,low
1.5 - 2.0,3.00 - 3.25,11.0 - 11.5,7.4,0.36,0.3,0.07400000000000001,17.0,24.0,0.99419,0.7,high
2.0 - 2.5,3.25 - 3.50,9.0 - 9.5,7.1,0.68,0.0,0.087,17.0,26.0,0.9978299999999999,0.53,low
2.0 - 2.5,3.25 - 3.50,9.0 - 9.5,7.1,0.67,0.0,0.083,18.0,27.0,0.9976799999999999,0.54,low
> 3.0,3.50 - 3.75,11.0 - 11.5,6.3,0.68,0.01,0.10300000000000001,32.0,54.0,0.9958600000000001,0.66,high
2.0 - 2.5,3.25 - 3.50,9.0 - 9.5,7.3,0.735,0.0,0.08,18.0,28.0,0.99765,0.6,low
2.0 - 2.5,3.50 - 3.75,10.5 - 11.0,6.6,0.855,0.02,0.062,15.0,23.0,0.9962700000000001,0.6,high
1.5 - 2.0,3.25 - 3.50,10.5 - 11.0,7.0,0.56,0.17,0.065,15.0,24.0,0.9951399999999999,0.68,high
2.0 - 2.5,3.50 - 3.75,9.5 - 10.0,6.6,0.88,0.04,0.066,12.0,20.0,0.99636,0.56,low
2.0 - 2.5,3.50 - 3.75,10.5 - 11.0,6.6,0.855,0.02,0.062,15.0,23.0,0.9962700000000001,0.6,high
> 3.0,3.00 - 3.25,9.0 - 9.5,6.9,0.63,0.33,0.235,66.0,115.0,0.99787,0.56,low
1.5 - 2.0,3.00 - 3.25,9.5 - 10.0,7.8,0.6,0.26,0.08,31.0,131.0,0.9962200000000001,0.52,low
1.5 - 2.0,3.00 - 3.25,9.5 - 10.0,7.8,0.6,0.26,0.08,31.0,131.0,0.9962200000000001,0.52,low
1.5 - 2.0,3.00 - 3.25,9.5 - 10.0,7.8,0.6,0.26,0.08,31.0,131.0,0.9962200000000001,0.52,low
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,7.2,0.695,0.13,0.076,12.0,20.0,0.99546,0.54,low
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,7.2,0.695,0.13,0.076,12.0,20.0,0.99546,0.54,low
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,7.2,0.695,0.13,0.076,12.0,20.0,0.99546,0.54,low
1.5 - 2.0,3.25 - 3.50,10.5 - 11.0,6.7,0.67,0.02,0.061,26.0,42.0,0.9948899999999999,0.82,high
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,6.7,0.16,0.64,0.059000000000000004,24.0,52.0,0.9949399999999999,0.71,high
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,7.2,0.695,0.13,0.076,12.0,20.0,0.99546,0.54,low
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,7.0,0.56,0.13,0.077,25.0,42.0,0.99629,0.59,low
1.5 - 2.0,3.25 - 3.50,11.0 - 11.5,6.2,0.51,0.14,0.055999999999999994,15.0,34.0,0.9939600000000001,0.57,high
2.0 - 2.5,3.25 - 3.50,> 12.0,6.4,0.36,0.53,0.23,19.0,35.0,0.9934,0.93,high
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,6.4,0.38,0.14,0.038,15.0,25.0,0.9951399999999999,0.65,high
2.0 - 2.5,3.25 - 3.50,9.0 - 9.5,7.3,0.69,0.32,0.069,35.0,104.0,0.9963200000000001,0.51,low
2.0 - 2.5,3.50 - 3.75,> 12.0,6.0,0.58,0.2,0.075,15.0,50.0,0.99467,0.67,high
> 3.0,3.25 - 3.50,10.0 - 10.5,5.6,0.31,0.78,0.07400000000000001,23.0,92.0,0.99677,0.48,high
2.0 - 2.5,3.25 - 3.50,11.5 - 12.0,7.5,0.52,0.4,0.06,12.0,20.0,0.99474,0.64,high
1.5 - 2.0,3.25 - 3.50,10.5 - 11.0,8.0,0.3,0.63,0.081,16.0,29.0,0.9958799999999999,0.78,high
> 3.0,3.50 - 3.75,11.5 - 12.0,6.2,0.7,0.15,0.076,13.0,27.0,0.9962200000000001,0.6,high
1.5 - 2.0,3.25 - 3.50,11.0 - 11.5,6.8,0.67,0.15,0.11800000000000001,13.0,20.0,0.9954,0.67,high
1.5 - 2.0,3.50 - 3.75,11.0 - 11.5,6.2,0.56,0.09,0.053,24.0,32.0,0.9940200000000001,0.6,low
2.0 - 2.5,3.25 - 3.50,11.5 - 12.0,7.4,0.35,0.33,0.068,9.0,26.0,0.9947,0.6,high
1.5 - 2.0,3.50 - 3.75,11.0 - 11.5,6.2,0.56,0.09,0.053,24.0,32.0,0.9940200000000001,0.6,low
2.5 - 3.0,3.50 - 3.75,11.5 - 12.0,6.1,0.715,0.1,0.053,13.0,27.0,0.9936200000000001,0.5,low
2.0 - 2.5,3.25 - 3.50,9.5 - 10.0,6.2,0.46,0.29,0.07400000000000001,32.0,98.0,0.9957799999999999,0.62,low
2.0 - 2.5,3.25 - 3.50,11.5 - 12.0,6.7,0.32,0.44,0.061,24.0,34.0,0.99484,0.8,high
2.5 - 3.0,3.25 - 3.50,11.0 - 11.5,7.2,0.39,0.44,0.066,22.0,48.0,0.9949399999999999,0.84,high
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,7.5,0.31,0.41,0.065,34.0,60.0,0.99492,0.85,high
1.5 - 2.0,3.50 - 3.75,10.5 - 11.0,5.8,0.61,0.11,0.066,18.0,28.0,0.9948299999999999,0.66,high
2.0 - 2.5,3.25 - 3.50,> 12.0,7.2,0.66,0.33,0.068,34.0,102.0,0.9941399999999999,0.78,high
> 3.0,3.25 - 3.50,9.0 - 9.5,6.6,0.725,0.2,0.073,29.0,79.0,0.9977,0.54,low
1.5 - 2.0,3.25 - 3.50,11.5 - 12.0,6.3,0.55,0.15,0.077,26.0,35.0,0.9931399999999999,0.82,high
1.5 - 2.0,3.50 - 3.75,11.5 - 12.0,5.4,0.74,0.09,0.08900000000000001,16.0,26.0,0.9940200000000001,0.56,high
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,6.3,0.51,0.13,0.076,29.0,40.0,0.99574,0.75,high
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,6.8,0.62,0.08,0.068,28.0,38.0,0.99651,0.82,high
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,6.2,0.6,0.08,0.09,32.0,44.0,0.9949,0.58,low
2.0 - 2.5,3.50 - 3.75,11.0 - 11.5,5.9,0.55,0.1,0.062,39.0,51.0,0.9951200000000001,0.76,high
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,6.3,0.51,0.13,0.076,29.0,40.0,0.99574,0.75,high
1.5 - 2.0,3.50 - 3.75,10.0 - 10.5,5.9,0.645,0.12,0.075,32.0,44.0,0.9954700000000001,0.71,low
> 3.0,3.25 - 3.50,10.5 - 11.0,6.0,0.31,0.47,0.067,18.0,42.0,0.99549,0.66,high
